COLLECTION_TIME,MESSAGE_ID,MESSAGE_TYPE,SYMBOL,BID_PRICE_1,BID_SIZE_1,BID_PRICE_2,BID_SIZE_2,BID_PRICE_3,BID_SIZE_3,ASK_PRICE_1,ASK_SIZE_1,ASK_PRICE_2,ASK_SIZE_2,ASK_PRICE_3,ASK_SIZE_3
2022-08-01 13:30:00.478818048,346702,BID_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.482514944,346864,BID_UPDATE,SPY,409.150000,700,409.040000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.482804992,346878,BID_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.484396032,346947,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.240000,500,409.720000,50,409.920000,100
2022-08-01 13:30:00.518510080,348323,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.230000,500,409.240000,500,409.720000,50
2022-08-01 13:30:00.518919936,348354,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.230000,500,409.720000,50,409.920000,100
2022-08-01 13:30:00.543053056,349656,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.220000,500,409.230000,500,409.720000,50
2022-08-01 13:30:00.543454976,349665,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.220000,500,409.720000,50,409.920000,100
2022-08-01 13:30:00.544282112,349688,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.555843072,349885,ASK_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.220000,500,409.720000,50,409.920000,100
2022-08-01 13:30:00.568972032,350147,BID_UPDATE,SPY,409.040000,100,409.030000,100,408.990000,100,409.220000,500,409.720000,50,409.920000,100
2022-08-01 13:30:00.569060096,350150,ASK_UPDATE,SPY,409.040000,100,409.030000,100,408.990000,100,409.210000,500,409.220000,500,409.720000,50
2022-08-01 13:30:00.569462016,350164,ASK_UPDATE,SPY,409.040000,100,409.030000,100,408.990000,100,409.210000,500,409.720000,50,409.920000,100
2022-08-01 13:30:00.576795904,350306,ASK_UPDATE,SPY,409.040000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.644140032,351577,BID_UPDATE,SPY,409.150000,500,409.040000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.645255936,351623,BID_UPDATE,SPY,409.150000,500,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.662479104,351897,BID_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:00.688086016,352592,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.160000,28,409.720000,50,409.920000,100
2022-08-01 13:30:00.688088064,352594,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.160000,51,409.720000,50,409.920000,100
2022-08-01 13:30:00.688753920,352650,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.160000,51,409.210000,500,409.720000,50
2022-08-01 13:30:00.699374080,353014,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.170000,51,409.210000,500,409.720000,50
2022-08-01 13:30:00.715163904,353460,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.170000,251,409.210000,500,409.720000,50
2022-08-01 13:30:00.716281088,353486,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.170000,51,409.210000,500,409.720000,50
2022-08-01 13:30:00.729617920,353933,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.170000,251,409.210000,500,409.720000,50
2022-08-01 13:30:00.729617920,353934,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.170000,51,409.210000,500,409.720000,50
2022-08-01 13:30:00.738521088,354147,ASK_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.170000,251,409.210000,500,409.720000,50
2022-08-01 13:30:00.741991936,354255,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.170000,251,409.210000,500,409.720000,50
2022-08-01 13:30:00.770483968,355366,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.170000,51,409.210000,500,409.720000,50
2022-08-01 13:30:00.775759104,355594,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,200,409.170000,51,409.210000,500
2022-08-01 13:30:00.776643072,355623,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,300,409.170000,51,409.210000,500
2022-08-01 13:30:00.801588992,356663,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,200,409.170000,51,409.210000,500
2022-08-01 13:30:00.814843904,357351,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,300,409.170000,51,409.210000,500
2022-08-01 13:30:00.820642048,357711,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,100,409.170000,51,409.210000,500
2022-08-01 13:30:00.820645120,357715,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,100,409.170000,51,409.210000,500
2022-08-01 13:30:00.820646912,357717,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.160000,100,409.170000,51,409.720000,50
2022-08-01 13:30:00.821629952,357770,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.170000,151,409.720000,50,409.920000,100
2022-08-01 13:30:00.826511104,358036,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.170000,51,409.720000,50,409.920000,100
2022-08-01 13:30:00.845588992,358799,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.170000,51,409.720000,50,409.920000,100
2022-08-01 13:30:00.860623872,359525,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.170000,51,409.720000,50,409.920000,100
2022-08-01 13:30:00.927203072,362667,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.180000,19,409.720000,50,409.920000,100
2022-08-01 13:30:00.935124992,363028,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.180000,19,409.190000,200,409.720000,50
2022-08-01 13:30:00.951010048,363920,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.180000,19,409.190000,200,409.720000,50
2022-08-01 13:30:00.953822976,364073,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.190000,119,409.720000,50,409.920000,100
2022-08-01 13:30:00.979540992,365658,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.001756928,366998,BID_UPDATE,SPY,409.150000,100,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.011727104,368301,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.031745024,369888,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.031750912,369896,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.190000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.049883904,371146,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.190000,300,409.720000,50,409.920000,100
2022-08-01 13:30:01.054087936,371421,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.190000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.054091008,371426,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.057347072,371531,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.190000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.057358080,371549,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.067170048,372224,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.180000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.068008960,372247,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.077071872,372916,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.180000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.086322944,373411,ASK_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.099194880,374189,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.126225920,375766,BID_UPDATE,SPY,409.150000,200,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.131726080,376085,BID_UPDATE,SPY,409.150000,200,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.140325120,376534,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.140349952,376573,BID_UPDATE,SPY,409.060000,100,409.030000,100,408.990000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.182264064,378569,BID_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.187461120,378752,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.230000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.194721024,379114,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.230000,300,409.720000,50,409.920000,100
2022-08-01 13:30:01.197910016,379213,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.230000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.197914880,379222,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.197916928,379234,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.220000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.197918976,379239,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.202850048,379621,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.220000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.212762112,380142,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.212762880,380146,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.210000,200,409.720000,50,409.920000,100
2022-08-01 13:30:01.212764928,380148,ASK_UPDATE,SPY,409.070000,100,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.225679104,380647,BID_UPDATE,SPY,409.150000,500,409.070000,100,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.234450944,381113,BID_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.251343872,381774,BID_UPDATE,SPY,409.150000,700,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.251803904,381788,BID_UPDATE,SPY,409.150000,700,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.275154944,382840,BID_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.275158016,382844,BID_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.367342080,386472,BID_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.377598976,386845,BID_UPDATE,SPY,409.150000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.388073984,387342,BID_UPDATE,SPY,409.150000,700,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.407697920,388101,BID_UPDATE,SPY,409.160000,700,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.407856896,388109,BID_UPDATE,SPY,409.180000,700,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.408105984,388124,BID_UPDATE,SPY,409.190000,700,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.408107008,388127,BID_UPDATE,SPY,409.210000,200,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.408418048,388146,BID_UPDATE,SPY,409.230000,200,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.416653056,388537,BID_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.439148032,389505,BID_UPDATE,SPY,409.200000,500,409.190000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.454141952,390123,BID_UPDATE,SPY,409.200000,1000,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.454142976,390126,BID_UPDATE,SPY,409.210000,500,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.454149120,390133,BID_UPDATE,SPY,409.210000,500,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.460474112,390342,BID_UPDATE,SPY,409.230000,500,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.464022016,390482,BID_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.486885888,391354,BID_UPDATE,SPY,409.250000,500,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.488581120,391436,BID_UPDATE,SPY,409.250000,1000,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.494351104,391612,BID_UPDATE,SPY,409.260000,500,409.250000,500,409.200000,500,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.515269888,392443,BID_UPDATE,SPY,409.270000,200,409.260000,500,409.250000,500,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.537123072,393466,BID_UPDATE,SPY,409.260000,500,409.250000,500,409.200000,500,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.537125120,393470,BID_UPDATE,SPY,409.250000,500,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.537127936,393472,BID_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.543427072,393766,BID_UPDATE,SPY,409.270000,500,409.200000,500,409.060000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.543438080,393788,BID_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.551438080,394101,BID_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.720000,50,409.920000,100,409.950000,100
2022-08-01 13:30:01.554659072,394182,ASK_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.557278976,394279,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.557676032,394295,ASK_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,300,409.720000,50,409.920000,100
2022-08-01 13:30:01.566159872,394526,ASK_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.575408896,394851,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.589197056,395205,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.589612032,395215,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.591343104,395239,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.920000,100
2022-08-01 13:30:01.597853952,395359,ASK_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.950000,100
2022-08-01 13:30:01.597860096,395379,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.300000,100,409.720000,50,409.950000,100
2022-08-01 13:30:01.599118080,395449,ASK_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.599155968,395498,ASK_UPDATE,SPY,409.260000,500,409.200000,500,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.599159040,395504,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.090000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.602121984,395665,BID_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.604994048,395759,BID_UPDATE,SPY,409.270000,500,409.200000,500,409.090000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.605263104,395775,BID_UPDATE,SPY,409.260000,500,409.200000,500,409.090000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.606761984,395831,BID_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.609761024,395909,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.310000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.609978112,395917,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.611294976,395972,BID_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.622115072,396219,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.320000,500,409.720000,50,409.950000,100
2022-08-01 13:30:01.622277120,396225,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.623876096,396260,BID_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.627116032,396329,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.310000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.639704064,396582,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.320000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.640242944,396596,ASK_UPDATE,SPY,409.200000,500,409.090000,100,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.640247040,396600,BID_UPDATE,SPY,409.270000,200,409.200000,500,409.090000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.655395072,397010,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.090000,100,409.310000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.658672896,397149,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.090000,100,409.320000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.659318016,397183,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.090000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.673914112,397696,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.090000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.683091968,398039,BID_UPDATE,SPY,409.270000,200,409.200000,500,409.060000,100,409.720000,50,409.950000,100,409.980000,100
2022-08-01 13:30:01.690765056,398346,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.060000,100,409.310000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.690792960,398380,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.060000,100,409.310000,300,409.720000,50,409.950000,100
2022-08-01 13:30:01.691206912,398410,ASK_UPDATE,SPY,409.270000,200,409.200000,500,409.060000,100,409.310000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.696408064,398617,BID_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.310000,200,409.720000,50,409.950000,100
2022-08-01 13:30:01.701910016,398796,ASK_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.310000,700,409.720000,50,409.950000,100
2022-08-01 13:30:01.701914880,398804,ASK_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.300000,500,409.310000,700,409.720000,50
2022-08-01 13:30:01.701916928,398813,ASK_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.300000,1000,409.310000,700,409.720000,50
2022-08-01 13:30:01.701923072,398823,ASK_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.300000,1000,409.310000,500,409.720000,50
2022-08-01 13:30:01.701925120,398825,ASK_UPDATE,SPY,409.200000,500,409.060000,100,409.030000,100,409.300000,1200,409.310000,500,409.720000,50
